Time,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Relative humidity (%),Power (MW)
2019-05-04 21:00:00,0.0,0.0,0.0,5.25,0.0
2019-05-04 22:00:00,0.0,0.0,0.0,6.85,0.0
2019-05-04 23:00:00,0.0,0.0,0.0,8.025,0.0
2019-05-05 00:00:00,0.0,0.0,0.0,10.65,0.0
2019-05-05 01:00:00,0.0,0.0,0.0,13.35,0.0
2019-05-05 02:00:00,0.0,0.0,0.0,16.425,0.0
2019-05-05 03:00:00,0.0,0.0,0.0,21.05,0.0
2019-05-05 04:00:00,0.0,0.0,0.0,22.6,0.0
2019-05-05 05:00:00,0.0,0.0,0.0,23.6,0.0
2019-05-05 06:00:00,2.25,0.0,1.75,24.125,0.02008325
2019-05-05 07:00:00,54.25,0.0,49.5,23.625,1.9418
2019-05-05 08:00:00,155.25,1.75,132.75,22.075,6.1463832499999995
2019-05-05 09:00:00,258.75,9.25,206.75,17.275,11.036666499999999
2019-05-05 10:00:00,343.5,14.5,240.75,17.725,16.93421575
2019-05-05 11:00:00,711.75,42.5,376.75,16.2,31.37943275
2019-05-05 12:00:00,941.75,96.75,462.0,12.950000000000001,38.12418275
2019-05-05 13:00:00,616.0,44.25,377.25,9.35,24.79194875
2019-05-05 14:00:00,158.0,1.5,147.0,10.275,7.95934975
2019-05-05 15:00:00,152.0,0.25,151.5,18.825,8.23078325
2019-05-05 16:00:00,62.25,0.0,60.0,15.725,2.8431335
2019-05-05 17:00:00,43.75,0.0,37.25,11.825,1.4534335
2019-05-05 18:00:00,16.0,0.0,15.0,13.25,0.3258
2019-05-05 19:00:00,4.75,0.25,4.75,17.2,0.001
2019-05-05 20:00:00,0.0,0.0,0.0,35.925,0.0
2019-05-05 21:00:00,0.0,0.0,0.0,37.675,0.0
2019-05-05 22:00:00,0.0,0.0,0.0,40.475,0.0
2019-05-05 23:00:00,0.0,0.0,0.0,43.0,0.0
2019-05-06 00:00:00,0.0,0.0,0.0,42.875,0.0
2019-05-06 01:00:00,0.0,0.0,0.0,43.95,0.0
2019-05-06 02:00:00,0.0,0.0,0.0,43.05,0.0
2019-05-06 03:00:00,0.0,0.0,0.0,43.725,0.0
2019-05-06 04:00:00,0.0,0.0,0.0,47.25,0.0
2019-05-06 05:00:00,0.0,0.0,0.0,46.95,0.0
2019-05-06 06:00:00,0.75,0.25,0.75,46.25,0.0
2019-05-06 08:00:00,47.75,0.0,42.75,44.525,2.0441832499999997
2019-05-06 09:00:00,106.25,0.25,91.0,41.725,4.4369665
2019-05-06 10:00:00,74.25,0.75,70.0,42.900000000000006,3.6678165
2019-05-06 11:00:00,114.25,1.25,101.0,44.125,5.23858325
2019-05-06 12:00:00,115.25,0.75,114.5,35.325,6.28425
2019-05-06 13:00:00,96.75,0.25,89.0,36.175,5.0071165
2019-05-06 14:00:00,199.0,0.5,169.75,39.7,8.52809975
2019-05-06 15:00:00,186.25,1.25,163.0,41.575,8.83353275
2019-05-06 17:00:00,76.75,0.25,76.0,38.425,3.9451665
2019-05-06 19:00:00,45.25,0.75,41.0,45.75,1.6195665
2019-05-06 20:00:00,3.25,1.0,3.25,46.775,0.03915
2019-05-06 21:00:00,0.0,0.0,0.0,40.3,0.0
2019-05-06 22:00:00,0.0,0.0,0.0,42.075,0.0
2019-05-06 23:00:00,0.0,0.0,0.0,43.05,0.0
2019-05-07 00:00:00,0.0,0.0,0.0,42.925,0.0
2019-05-07 01:00:00,0.0,0.0,0.0,41.15,0.0
2019-05-07 02:00:00,0.0,0.0,0.0,35.625,0.0
2019-05-07 05:00:00,0.0,0.0,0.0,34.6,0.0
2019-05-07 07:00:00,27.0,0.5,26.75,38.05,1.00723325
2019-05-07 08:00:00,94.25,0.0,87.0,38.175,4.11738325
2019-05-07 09:00:00,206.25,0.25,188.5,34.775,9.22956625
2019-05-07 10:00:00,222.5,1.25,205.0,33.1,10.76821625
2019-05-07 11:00:00,296.0,2.0,282.25,35.275,18.60289875
2019-05-07 12:00:00,799.25,48.0,446.25,33.95,34.747149
2019-05-07 13:00:00,869.5,48.5,477.25,31.775,32.04869875
2019-05-07 14:00:00,690.75,31.0,468.0,29.2,27.72823275
2019-05-07 15:00:00,522.75,19.25,362.75,27.575,24.9468995
2019-05-07 16:00:00,191.0,2.25,162.75,26.8,10.60158325
2019-05-07 18:00:00,39.5,0.75,34.0,34.2,1.28545
2019-05-07 19:00:00,36.25,0.0,35.5,33.225,1.2334
2019-05-07 20:00:00,10.0,0.25,10.0,34.8,0.21765
2019-05-07 21:00:00,0.0,0.0,0.0,43.4,0.0
2019-05-07 22:00:00,0.0,0.0,0.0,46.375,0.0
2019-05-07 23:00:00,0.0,0.0,0.0,45.275,0.0
2019-05-08 00:00:00,0.0,0.0,0.0,48.4,0.0
2019-05-08 01:00:00,0.0,0.0,0.0,47.85,0.0
2019-05-08 02:00:00,0.0,0.0,0.0,40.125,0.0
2019-05-08 03:00:00,0.0,0.0,0.0,39.85,0.0
2019-05-08 04:00:00,0.0,0.0,0.0,39.75,0.0
2019-05-08 05:00:00,0.0,0.0,0.0,39.3,0.0
2019-05-08 06:00:00,2.25,1.25,1.75,37.65,0.0
2019-05-08 07:00:00,40.25,0.75,38.5,36.7,1.4406832500000002
2019-05-08 08:00:00,109.25,1.5,97.75,36.875,4.3034165
2019-05-08 11:00:00,199.0,1.0,183.5,34.475,9.380416
2019-05-08 12:00:00,873.75,38.25,555.25,33.3,31.83741475
2019-05-08 13:00:00,1023.75,63.5,508.25,31.0,35.17708275
2019-05-08 14:00:00,367.75,18.0,269.25,33.425,14.08789975
2019-05-08 15:00:00,265.25,3.25,237.0,39.45,13.33666625
2019-05-08 16:00:00,252.5,9.0,225.25,44.125,13.1438325
2019-05-08 17:00:00,186.75,4.0,165.75,38.325,8.463416500000001
2019-05-08 18:00:00,123.0,4.25,103.0,37.15,5.5114
2019-05-08 19:00:00,82.0,13.25,67.5,34.3,3.1999999999999997
2019-05-08 20:00:00,16.25,0.5,15.0,39.65,0.43503349999999996
2019-05-08 21:00:00,0.0,0.0,0.0,45.625,0.0
2019-05-08 22:00:00,0.0,0.0,0.0,46.949999999999996,0.0
2019-05-08 23:00:00,0.0,0.0,0.0,48.475,0.0
2019-05-09 00:00:00,0.0,0.0,0.0,46.825,0.0
2019-05-09 01:00:00,0.0,0.0,0.0,41.625,0.0
2019-05-09 02:00:00,0.0,0.0,0.0,40.225,0.0
2019-05-09 03:00:00,0.0,0.0,0.0,39.45,0.0
2019-05-09 04:00:00,0.0,0.0,0.0,40.225,0.0
2019-05-09 05:00:00,0.0,0.0,0.0,40.575,0.0
2019-05-09 07:00:00,43.0,2.0,38.25,40.4,1.1859165
2019-05-09 09:00:00,500.25,19.0,454.5,34.4,20.41258225
2019-05-09 10:00:00,719.0,23.25,576.0,30.7,30.325598499999998
2019-05-09 11:00:00,874.0,27.0,637.75,27.975,37.262065
2019-05-09 12:00:00,984.0,35.75,659.5,24.1,39.3215655
2019-05-09 13:00:00,375.25,14.0,233.75,21.6,27.9258825
2019-05-09 14:00:00,931.25,56.25,426.5,18.7,32.0330485
2019-05-09 15:00:00,951.0,92.5,335.75,18.25,26.034015750000002
2019-05-09 16:00:00,436.75,42.25,237.75,17.525,19.9755
2019-05-09 17:00:00,208.0,9.75,173.0,25.875,9.116283
2019-05-09 18:00:00,177.5,6.0,150.0,21.0,8.2073495
2019-05-09 19:00:00,127.5,85.25,74.75,19.525,3.9496835
2019-05-09 21:00:00,0.0,0.0,0.0,24.8,0.0
2019-05-09 22:00:00,0.0,0.0,0.0,35.65,0.0
2019-05-09 23:00:00,0.0,0.0,0.0,37.575,0.0
2019-05-10 00:00:00,0.0,0.0,0.0,36.825,0.0
2019-05-10 01:00:00,0.0,0.0,0.0,34.025,0.0
2019-05-10 02:00:00,0.0,0.0,0.0,31.974999999999998,0.0
2019-05-10 03:00:00,0.0,0.0,0.0,31.825,0.0
2019-05-10 04:00:00,0.0,0.0,0.0,31.0,0.0
2019-05-10 05:00:00,0.0,0.0,0.0,30.25,0.0
2019-05-10 09:00:00,452.5,14.25,414.5,20.225,18.631082250000002
2019-05-10 10:00:00,526.5,14.25,433.75,16.25,17.1739495
2019-05-10 11:00:00,907.25,22.0,713.75,12.475,21.71188275
2019-05-10 12:00:00,692.75,18.5,504.5,10.175,19.2595655
2019-05-10 13:00:00,200.0,1.0,166.75,11.625,11.184849
2019-05-10 14:00:00,531.0,17.25,334.25,8.05,20.255566
2019-05-10 15:00:00,827.0,54.75,410.5,9.825,18.7221995
2019-05-10 16:00:00,618.5,61.25,243.0,9.1,19.69106625
2019-05-10 17:00:00,407.5,48.5,184.75,10.45,16.578083
2019-05-10 18:00:00,225.0,27.5,149.0,7.6,8.01885
2019-05-10 19:00:00,114.0,57.5,78.25,4.725,3.9734332500000002
2019-05-10 20:00:00,21.75,9.5,19.5,5.425,0.48716675000000004
2019-05-10 21:00:00,0.0,0.0,0.0,13.525,0.0
2019-05-10 22:00:00,0.0,0.0,0.0,14.175,0.0
2019-05-10 23:00:00,0.0,0.0,0.0,18.65,0.0
2019-05-11 00:00:00,0.0,0.0,0.0,19.4,0.0
2019-05-11 01:00:00,0.0,0.0,0.0,23.45,0.0
2019-05-11 02:00:00,0.0,0.0,0.0,25.475,0.0
2019-05-11 03:00:00,0.0,0.0,0.0,20.299999999999997,0.0
2019-05-11 04:00:00,0.0,0.0,0.0,22.05,0.0
2019-05-11 05:00:00,0.0,0.0,0.0,25.4,0.0
2019-05-11 09:00:00,401.0,17.0,353.0,6.825,16.44004925
2019-05-11 10:00:00,463.5,13.5,381.25,3.575,17.938883
2019-05-11 11:00:00,647.75,20.75,494.25,16.875,28.20533175
2019-05-11 12:00:00,728.75,18.75,544.5,20.075,32.281448999999995
2019-05-11 13:00:00,783.0,21.25,564.75,14.575,34.07911675
2019-05-11 14:00:00,730.25,21.5,510.25,10.325,31.683498999999998
2019-05-11 15:00:00,711.25,28.25,458.25,5.025,29.5935495
2019-05-11 16:00:00,634.25,37.75,368.75,3.841666666666667,26.4405495
2019-05-11 17:00:00,513.0,48.0,279.0,2.6583333333333337,21.274448749999998
2019-05-11 18:00:00,301.5,44.5,190.75,1.475,11.9883995
2019-05-11 19:00:00,123.75,23.25,101.5,2.65,4.3543665
2019-05-11 20:00:00,23.25,2.0,22.0,3.85,0.60275
2019-05-11 21:00:00,0.0,0.0,0.0,5.175,0.0
2019-05-11 22:00:00,0.0,0.0,0.0,5.325,0.0
2019-05-11 23:00:00,0.0,0.0,0.0,8.1,0.0
2019-05-12 00:00:00,0.0,0.0,0.0,9.575,0.0
2019-05-12 01:00:00,0.0,0.0,0.0,8.45,0.0
2019-05-12 02:00:00,0.0,0.0,0.0,8.575,0.0
2019-05-12 03:00:00,0.0,0.0,0.0,14.325,0.0
2019-05-12 04:00:00,0.0,0.0,0.0,13.875,0.0
2019-05-12 05:00:00,0.0,0.0,0.0,15.5,0.0
2019-05-12 10:00:00,773.25,20.5,726.5,2.975,32.583765
2019-05-12 11:00:00,934.25,21.75,830.75,2.8354166666666667,39.0362495
2019-05-12 12:00:00,1042.0,23.75,905.5,2.6958333333333333,44.1331155
2019-05-12 13:00:00,1147.5,24.25,909.25,2.55625,41.47504675
2019-05-12 14:00:00,754.0,17.0,573.0,2.416666666666667,31.15399875
2019-05-12 15:00:00,1017.75,44.0,567.5,2.2770833333333336,39.06273125
2019-05-12 16:00:00,664.5,40.5,353.25,2.1375,24.555132
2019-05-12 17:00:00,409.0,26.25,266.0,1.9979166666666668,18.49363325
2019-05-12 18:00:00,320.25,50.75,182.25,1.8583333333333334,12.68714925
2019-05-12 19:00:00,124.5,32.25,96.0,1.71875,4.3467
2019-05-12 20:00:00,22.75,3.25,22.5,1.5791666666666666,0.6210335
2019-05-12 21:00:00,0.0,0.0,0.0,1.4395833333333334,0.0
2019-05-12 22:00:00,0.0,0.0,0.0,1.3,0.0
2019-05-12 23:00:00,0.0,0.0,0.0,1.7,0.0
2019-05-13 00:00:00,0.0,0.0,0.0,1.1,0.0
2019-05-13 01:00:00,0.0,0.0,0.0,4.15,0.0
2019-05-13 02:00:00,0.0,0.0,0.0,7.1,0.0
2019-05-13 03:00:00,0.0,0.0,0.0,9.299999999999999,0.0
2019-05-13 04:00:00,0.0,0.0,0.0,10.425,0.0
2019-05-13 05:00:00,0.0,0.0,0.0,12.8,0.0
2019-05-13 06:00:00,8.0,0.5,8.0,13.475000000000001,0.15568325
2019-05-13 09:00:00,463.75,15.0,444.0,2.45,18.754932500000002
2019-05-13 10:00:00,698.5,19.75,614.25,2.2750000000000004,27.84886625
2019-05-13 11:00:00,855.5,20.0,721.25,2.1,35.383316
2019-05-13 12:00:00,918.5,21.5,752.0,1.9250000000000003,37.79159775
2019-05-13 13:00:00,1015.25,20.5,802.75,1.75,38.924665250000004
2019-05-13 14:00:00,920.5,26.5,645.0,1.5750000000000002,36.52576375
2019-05-13 15:00:00,849.25,23.75,548.0,1.4000000000000001,26.86973175
2019-05-13 16:00:00,585.25,21.75,376.0,1.225,21.8964
2019-05-13 17:00:00,465.0,23.25,296.25,1.05,19.7157165
2019-05-13 18:00:00,262.0,23.25,174.75,0.875,9.79633325
2019-05-13 19:00:00,84.75,2.5,79.25,0.7,4.07653325
2019-05-13 20:00:00,21.5,1.0,20.75,1.4249999999999998,0.65861675
2019-05-13 21:00:00,0.0,0.0,0.0,2.575,0.0
2019-05-13 22:00:00,0.0,0.0,0.0,3.25,0.0
2019-05-13 23:00:00,0.0,0.0,0.0,4.775,0.0
2019-05-14 00:00:00,0.0,0.0,0.0,9.425,0.0
2019-05-14 01:00:00,0.0,0.0,0.0,11.799999999999999,0.0
2019-05-14 02:00:00,0.0,0.0,0.0,14.35,0.0
2019-05-14 03:00:00,0.0,0.0,0.0,15.75,0.0
2019-05-14 04:00:00,0.0,0.0,0.0,15.45,0.0
2019-05-14 05:00:00,0.0,0.0,0.0,19.025,0.0
2019-05-14 07:00:00,61.5,1.0,60.75,24.875,2.2053832499999997
2019-05-14 09:00:00,315.5,6.75,300.25,21.799999999999997,10.98153275
2019-05-14 10:00:00,579.75,16.25,520.5,18.225,17.840682
2019-05-14 11:00:00,598.75,9.5,507.25,16.05,16.20321625
2019-05-14 12:00:00,572.5,11.75,504.0,15.649999999999999,12.8161995
2019-05-14 13:00:00,486.75,6.0,404.5,15.875,12.5991495
2019-05-14 14:00:00,910.25,21.75,693.25,22.65,14.5152325
2019-05-14 15:00:00,879.5,20.25,646.5,18.975,17.8764995
2019-05-14 16:00:00,821.25,28.25,544.75,24.725,14.662316
2019-05-14 17:00:00,460.25,18.0,310.5,23.95,11.5687495
2019-05-14 18:00:00,144.25,1.25,128.0,20.675,6.788766750000001
2019-05-14 19:00:00,94.25,0.75,79.75,9.95,3.3886665000000002
2019-05-14 21:00:00,0.0,0.0,0.0,2.5,0.0
2019-05-14 22:00:00,0.0,0.0,0.0,4.15,0.0
2019-05-14 23:00:00,0.0,0.0,0.0,7.6,0.0
2019-05-15 00:00:00,0.0,0.0,0.0,10.15,0.0
2019-05-15 01:00:00,0.0,0.0,0.0,13.375,0.0
2019-05-15 02:00:00,0.0,0.0,0.0,13.375,0.0
2019-05-15 03:00:00,0.0,0.0,0.0,11.8,0.0
2019-05-15 04:00:00,0.0,0.0,0.0,12.425,0.0
2019-05-15 05:00:00,0.0,0.0,0.0,13.275,0.0
2019-05-15 10:00:00,719.5,17.0,697.75,2.225,29.25258225
2019-05-15 11:00:00,870.25,17.25,801.25,3.15,36.013649
2019-05-15 12:00:00,974.25,17.75,892.25,2.675,39.961065000000005
2019-05-15 13:00:00,1041.25,18.5,921.0,2.8,31.125881999999997
2019-05-15 14:00:00,1022.75,19.5,849.5,3.3,25.8522325
2019-05-15 15:00:00,942.25,23.5,709.0,3.475,21.4732665
2019-05-15 16:00:00,776.75,25.75,517.75,3.2,17.56748275
2019-05-15 17:00:00,606.5,575.75,150.25,3.425,17.37691675
2019-05-15 21:00:00,0.0,0.0,0.0,5.8,0.0
2019-05-15 22:00:00,0.0,0.0,0.0,6.35,0.0
2019-05-15 23:00:00,0.0,0.0,0.0,7.275,0.0
2019-05-16 00:00:00,0.0,0.0,0.0,8.8,0.0
2019-05-16 01:00:00,0.0,0.0,0.0,9.9,0.0
2019-05-16 02:00:00,0.0,0.0,0.0,12.425,0.0
2019-05-16 03:00:00,0.0,0.0,0.0,13.175,0.0
2019-05-16 04:00:00,0.0,0.0,0.0,26.45,0.0
2019-05-16 05:00:00,0.0,0.0,0.0,30.525,0.0
2019-05-16 06:00:00,8.5,0.5,8.25,31.725,0.13808325
2019-05-16 07:00:00,88.25,46.75,68.0,31.875,2.5888999999999998
2019-05-16 08:00:00,214.75,57.5,154.5,29.075,8.5519335
2019-05-16 09:00:00,226.75,23.75,166.75,25.5,11.744666500000001
2019-05-16 10:00:00,572.0,141.75,258.75,22.675,16.643699249999997
2019-05-16 11:00:00,878.0,350.5,152.75,17.875,15.97256625
2019-05-16 12:00:00,998.5,489.25,146.75,14.4,13.99921625
2019-05-16 13:00:00,898.25,462.5,156.0,11.975,13.832466
2019-05-16 14:00:00,1065.5,628.75,139.75,9.225000000000001,14.117949750000001
2019-05-16 15:00:00,933.0,530.0,178.25,8.525,13.77976625
2019-05-16 16:00:00,646.75,332.75,215.75,9.525,13.79408275
2019-05-16 17:00:00,481.0,289.75,208.75,8.95,14.36969975
2019-05-16 20:00:00,21.75,5.25,21.75,12.425,0.53551675
2019-05-16 21:00:00,0.0,0.0,0.0,12.225,0.0
2019-05-16 22:00:00,0.0,0.0,0.0,14.425,0.0
2019-05-16 23:00:00,0.0,0.0,0.0,15.399999999999999,0.0
2019-05-17 00:00:00,0.0,0.0,0.0,16.275,0.0
2019-05-17 01:00:00,0.0,0.0,0.0,15.6,0.0
2019-05-17 02:00:00,0.0,0.0,0.0,19.025,0.0
2019-05-17 03:00:00,0.0,0.0,0.0,20.55,0.0
2019-05-17 04:00:00,0.0,0.0,0.0,22.475,0.0
2019-05-17 05:00:00,0.0,0.0,0.0,26.075000000000003,0.0
2019-05-17 06:00:00,7.75,0.5,6.75,27.675,0.0951
2019-05-17 07:00:00,78.0,53.5,57.25,27.85,2.30013325
2019-05-17 08:00:00,239.0,156.75,89.75,27.375,8.9362165
2019-05-17 09:00:00,501.25,228.0,123.0,26.55,15.66799975
2019-05-17 10:00:00,682.75,248.25,193.75,24.325,13.2154165
2019-05-17 11:00:00,767.0,197.75,293.0,17.175,12.9656995
2019-05-17 12:00:00,893.0,322.75,287.25,13.175,12.853699500000001
2019-05-17 13:00:00,543.5,70.75,343.5,13.25,12.738583
2019-05-17 14:00:00,442.0,23.0,334.0,17.0,12.79369975
2019-05-17 15:00:00,412.25,25.0,304.0,13.275,12.55096625
2019-05-17 16:00:00,544.5,233.75,249.0,11.0,12.359183
2019-05-17 17:00:00,277.75,48.25,201.25,10.475,11.41051625
2019-05-17 18:00:00,228.5,104.5,159.5,8.75,9.787082999999999
2019-05-17 19:00:00,108.75,58.75,89.5,8.925,4.85493325
2019-05-17 20:00:00,23.5,1.75,22.25,9.15,0.6321335
2019-05-17 21:00:00,0.0,0.0,0.0,9.75,0.0
2019-05-17 22:00:00,0.0,0.0,0.0,11.725,0.0
2019-05-17 23:00:00,0.0,0.0,0.0,12.95,0.0
2019-05-18 00:00:00,0.0,0.0,0.0,14.7,0.0
2019-05-18 01:00:00,0.0,0.0,0.0,17.625,0.0
2019-05-18 02:00:00,0.0,0.0,0.0,19.15,0.0
2019-05-18 03:00:00,0.0,0.0,0.0,17.0,0.0
2019-05-18 04:00:00,0.0,0.0,0.0,20.175,0.0
2019-05-18 05:00:00,0.0,0.0,0.0,27.525,0.0
2019-05-18 06:00:00,8.25,1.25,8.0,29.275,0.1114
2019-05-18 08:00:00,249.75,188.25,69.25,25.6,8.736633000000001
2019-05-18 09:00:00,537.25,285.75,81.25,13.225,12.74309925
2019-05-18 10:00:00,745.75,346.5,137.0,4.25,29.386500249999997
2019-05-18 11:00:00,914.0,543.0,162.5,2.025,37.9051475
2019-05-18 12:00:00,1029.0,576.5,177.0,1.85,42.41923225
2019-05-18 13:00:00,1142.0,669.75,148.25,1.9166666666666667,44.0977325
2019-05-18 14:00:00,1105.25,687.25,134.75,1.9833333333333334,43.104416
2019-05-18 15:00:00,992.75,673.5,126.5,2.0500000000000003,39.64463125
2019-05-18 16:00:00,807.5,674.25,104.5,2.1166666666666667,33.81275
2019-05-18 21:00:00,0.0,0.0,0.0,2.45,0.0
2019-05-18 22:00:00,0.0,0.0,0.0,3.675,0.0
2019-05-18 23:00:00,0.0,0.0,0.0,3.475,0.0
2019-05-19 00:00:00,0.0,0.0,0.0,4.0,0.0
2019-05-19 01:00:00,0.0,0.0,0.0,4.575,0.0
2019-05-19 02:00:00,0.0,0.0,0.0,5.3,0.0
2019-05-19 03:00:00,0.0,0.0,0.0,5.875,0.0
2019-05-19 04:00:00,0.0,0.0,0.0,8.075,0.0
2019-05-19 05:00:00,0.0,0.0,0.0,8.975,0.0
2019-05-19 08:00:00,252.75,193.5,45.5,5.575,9.372233
2019-05-19 09:00:00,553.75,300.75,55.0,5.269117647058824,21.830099500000003
2019-05-19 10:00:00,785.0,385.5,70.25,4.963235294117647,29.355299
2019-05-19 11:00:00,939.0,499.75,88.25,4.6573529411764705,25.85824925
2019-05-19 12:00:00,1067.75,688.0,95.0,4.351470588235294,23.34401575
2019-05-19 13:00:00,1155.25,735.5,82.0,4.045588235294118,25.00631575
2019-05-19 14:00:00,1101.25,680.5,114.0,3.739705882352941,25.203649
2019-05-19 15:00:00,982.5,592.75,168.0,3.4338235294117645,26.89178175
2019-05-19 16:00:00,844.75,702.75,120.75,3.1279411764705882,31.4669485
2019-05-19 21:00:00,0.0,0.0,0.0,1.598529411764706,0.0
2019-05-19 22:00:00,0.0,0.0,0.0,1.2926470588235288,0.0
2019-05-19 23:00:00,0.0,0.0,0.0,0.9867647058823525,0.0
2019-05-20 00:00:00,0.0,0.0,0.0,0.6808823529411763,0.0
2019-05-20 01:00:00,0.0,0.0,0.0,0.375,0.0
2019-05-20 02:00:00,0.0,0.0,0.0,1.975,0.0
2019-05-20 03:00:00,0.0,0.0,0.0,2.825,0.0
2019-05-20 04:00:00,0.0,0.0,0.0,2.6,0.0
2019-05-20 05:00:00,0.0,0.0,0.0,3.475,0.0
2019-05-20 06:00:00,12.0,1.0,10.5,4.15,0.30431674999999997
2019-05-20 07:00:00,87.75,10.5,75.75,3.4749999999999996,3.1886502500000002
2019-05-20 08:00:00,201.75,55.25,128.0,2.25,7.198983
2019-05-20 09:00:00,528.5,212.25,152.25,2.2375,20.601049500000002
2019-05-20 10:00:00,431.5,59.5,277.25,2.225,20.141849
2019-05-20 11:00:00,714.5,248.0,230.5,2.2125,26.9461985
2019-05-20 12:00:00,1062.0,624.75,122.75,2.2,41.426781250000005
2019-05-20 13:00:00,1133.25,668.0,108.5,2.1875,43.09198225
2019-05-20 14:00:00,1094.5,594.25,184.0,2.175,36.55593275
2019-05-20 15:00:00,926.0,509.0,191.5,2.1625,37.298016
2019-05-20 16:00:00,562.25,296.25,200.0,2.15,21.188266
2019-05-20 21:00:00,0.0,0.0,0.0,2.0875,0.0
2019-05-20 22:00:00,0.0,0.0,0.0,2.075,0.0
2019-05-20 23:00:00,0.0,0.0,0.0,2.0625,0.0
2019-05-21 00:00:00,0.0,0.0,0.0,2.05,0.0
2019-05-21 01:00:00,0.0,0.0,0.0,2.0375,0.0
2019-05-21 02:00:00,0.0,0.0,0.0,2.025,0.0
2019-05-21 03:00:00,0.0,0.0,0.0,2.0125,0.0
2019-05-21 04:00:00,0.0,0.0,0.0,2.0,0.0
2019-05-21 05:00:00,0.0,0.0,0.0,1.45,0.0
2019-05-21 06:00:00,12.75,6.0,12.5,2.125,0.23238350000000002
2019-05-21 07:00:00,87.5,58.5,63.75,1.725,2.3151
2019-05-21 08:00:00,241.0,117.0,100.5,1.7000000000000002,8.940066250000001
2019-05-21 09:00:00,494.5,174.0,148.75,1.675,19.3713495
2019-05-21 10:00:00,709.75,239.75,172.0,1.6500000000000001,27.9717495
2019-05-21 11:00:00,888.25,493.0,146.25,1.625,35.141949
2019-05-21 12:00:00,1029.5,572.0,123.0,1.6,39.681698499999996
2019-05-21 13:00:00,1124.25,626.5,115.0,1.5750000000000002,41.59168175
2019-05-21 14:00:00,1096.75,647.75,116.25,1.55,40.76679875
2019-05-21 15:00:00,984.75,623.75,135.0,1.5250000000000001,37.3879485
2019-05-21 16:00:00,779.5,571.25,136.5,1.5,31.345066250000002
2019-05-21 17:00:00,578.5,469.25,142.25,1.475,22.65049925
2019-05-21 21:00:00,0.0,0.0,0.0,1.375,0.0
2019-05-21 22:00:00,0.0,0.0,0.0,1.35,0.0
2019-05-21 23:00:00,0.0,0.0,0.0,1.325,0.0
2019-05-22 00:00:00,0.0,0.0,0.0,1.3,0.0
2019-05-22 01:00:00,0.0,0.0,0.0,1.275,0.0
2019-05-22 02:00:00,0.0,0.0,0.0,1.25,0.0
2019-05-22 03:00:00,0.0,0.0,0.0,1.175,0.0
2019-05-22 04:00:00,0.0,0.0,0.0,0.925,0.0
2019-05-22 05:00:00,0.0,0.0,0.0,1.8499999999999999,0.0
2019-05-22 06:00:00,7.25,0.0,6.75,2.75,0.11855
2019-05-22 07:00:00,61.5,1.25,56.5,2.775,2.0594164999999998
2019-05-22 08:00:00,204.25,21.25,165.5,1.4,7.8681494999999995
2019-05-22 09:00:00,368.25,48.0,233.25,1.355,15.529166499999999
2019-05-22 10:00:00,652.0,122.25,318.0,1.3099999999999998,25.88231575
2019-05-22 11:00:00,619.75,94.75,377.25,1.265,24.49296575
2019-05-22 12:00:00,527.5,32.25,374.75,1.22,21.931433
2019-05-22 13:00:00,580.5,46.5,388.75,1.1749999999999998,23.526099000000002
2019-05-22 14:00:00,684.0,87.0,405.25,1.13,26.607599
2019-05-22 15:00:00,753.75,175.0,373.75,1.085,26.592066250000002
2019-05-22 16:00:00,640.75,177.25,317.75,1.04,23.469815750000002
2019-05-22 17:00:00,472.0,137.0,264.25,0.9949999999999999,18.574299500000002
2019-05-22 18:00:00,273.75,82.0,185.75,0.95,10.29591625
2019-05-22 19:00:00,109.25,17.5,91.5,0.9049999999999999,3.8441
2019-05-22 20:00:00,26.25,1.0,25.0,0.8599999999999999,0.74391675
2019-05-22 21:00:00,0.0,0.0,0.0,0.815,0.0
2019-05-22 22:00:00,0.0,0.0,0.0,0.7699999999999999,0.0
2019-05-22 23:00:00,0.0,0.0,0.0,0.725,0.0
2019-05-23 00:00:00,0.0,0.0,0.0,1.475,0.0
2019-05-23 01:00:00,0.0,0.0,0.0,1.925,0.0
2019-05-23 02:00:00,0.0,0.0,0.0,2.575,0.0
2019-05-23 03:00:00,0.0,0.0,0.0,2.95,0.0
2019-05-23 04:00:00,0.0,0.0,0.0,3.125,0.0
2019-05-23 05:00:00,0.0,0.0,0.0,3.05,0.0
2019-05-23 07:00:00,78.75,2.0,75.25,2.525,2.71886675
2019-05-23 08:00:00,204.75,15.0,174.0,2.25,7.8439
2019-05-23 09:00:00,391.0,42.25,261.5,3.75,15.0857165
2019-05-23 10:00:00,582.25,74.5,325.0,4.7875,18.9289495
2019-05-23 11:00:00,784.5,142.5,339.75,5.825,19.20045
2019-05-23 12:00:00,906.75,217.75,356.0,5.725,18.97548225
2019-05-23 13:00:00,957.75,243.5,363.5,3.675,19.11469925
2019-05-23 14:00:00,937.5,247.25,365.75,1.675,19.58364925
2019-05-23 15:00:00,691.75,175.5,312.25,1.475,19.16306525
2019-05-23 16:00:00,599.75,177.0,277.25,1.85,19.21011575
2019-05-23 17:00:00,361.5,97.5,202.5,2.7,15.683599749999999
